Date,AAPL,MKT_RF,SMB,HML,UMD
2020-01-03 00:00:00-05:00,-0.9722164878108175,-0.7059870562045378,0.7095907201527085,-0.3404365996810488,-0.015885083573041747
2020-01-06 00:00:00-05:00,0.796847619005181,0.35333728907271933,-0.4907272534179885,-0.690484921894774,0.11114269675489563
2020-01-07 00:00:00-05:00,-0.47030200305668846,-0.2803238652896223,-0.2991206924225054,0.3040275305144946,-0.24582755000994716
2020-01-08 00:00:00-05:00,1.608596042170185,0.49024513689781557,-0.29290459561168714,-0.47155386863622084,0.5326361855927164
2020-01-09 00:00:00-05:00,2.1240953770288895,0.6655262605488987,-0.699080668447638,-0.6946920030770354,0.8698267648744817
2020-01-10 00:00:00-05:00,0.22610595948742152,-0.2855178689662563,-0.18988647874927933,-0.192129585512546,0.0
2020-01-13 00:00:00-05:00,2.1364143789585732,0.6976215252569862,0.13066222912354597,-0.640130280762996,0.9329076647204726
2020-01-14 00:00:00-05:00,-1.3503692798654376,-0.1514532772802224,0.5248468934252903,0.717074138062046,-0.1941817268625856
2020-01-15 00:00:00-05:00,-0.4285262185709793,0.18701968845122874,0.20326336669027611,-0.6852170805583535,0.8482279773643242
2020-01-16 00:00:00-05:00,1.2526594105838118,0.8366553026468271,0.4598259985856057,-0.10510474607725584,0.7948469052815765
2020-01-17 00:00:00-05:00,1.1070877115996636,0.3862162248501333,-0.5062983985068548,-0.45160003392781256,0.5818316228715759
2020-01-21 00:00:00-05:00,-0.6776919902081402,-0.26519776473655776,-0.7211945741173897,-0.377261332844836,0.5175802773055072
2020-01-22 00:00:00-05:00,0.3569664677982143,0.02890760711180551,-0.02104172028194462,0.5041097600377409,0.23473921342114235
2020-01-23 00:00:00-05:00,0.481545841209452,0.11409766124783616,0.08965432106644577,-0.12602139678110635,0.18887744627145153
2020-01-24 00:00:00-05:00,-0.28817150563631433,-0.9042160974207403,-0.6483190231294955,0.18735175050308417,-0.44487047455957773
2020-01-27 00:00:00-05:00,-2.940540287624438,-1.5730711659182384,0.5203925283938537,-0.33658979084557616,-0.8861902538898181
2020-01-28 00:00:00-05:00,2.8289353274155715,1.0053584595046017,-0.35000036874097695,-0.3632762449272242,0.8788272737616731
2020-01-29 00:00:00-05:00,2.0932375640737355,-0.08668741908683941,-0.6158391395530871,-1.2829810477038128,-0.3105948714942075
2020-01-30 00:00:00-05:00,-0.14486074640545077,0.3134358792605374,-0.41079448871658153,-0.2117455247981681,0.7066791586374022
2020-01-31 00:00:00-05:00,-4.433879091542458,-1.770582037552626,-0.5998535788820147,-0.12028907279539869,-1.71282286309542
2020-02-03 00:00:00-05:00,-0.27464976547724174,0.7254613892351713,0.2265923189989527,-0.5972187201741308,0.9519505114494287
2020-02-04 00:00:00-05:00,3.3013573209992764,1.4980414164082134,-0.2956073959254901,-0.010461478533874136,1.2395489566696893
2020-02-05 00:00:00-05:00,0.815420156574298,1.125059589785371,0.7954539379984693,1.59074114218285,-0.06762251308392031
2020-02-06 00:00:00-05:00,1.169687714514489,0.3325672876785646,-0.6572626616820454,-0.517522313162222,0.5036224660606603
2020-02-07 00:00:00-05:00,-1.3592611509266828,-0.5400853672730133,-0.9648076343149681,-0.2880277213988425,-0.3814313558000437
2020-02-10 00:00:00-05:00,0.4749409250173864,0.7326397804890528,-0.412165427270228,-0.732004398059205,1.0210165621170164
2020-02-11 00:00:00-05:00,-0.6032834762708772,0.16884725532351208,0.6387160144166737,0.8040319963836473,0.0817580729567613
2020-02-12 00:00:00-05:00,2.374761375430934,0.6462646466197652,0.03108390219939139,0.11320674207428993,0.25990390580563627
2020-02-13 00:00:00-05:00,-0.712145280292531,-0.16304457368023773,0.45785504477066086,-0.36170559780244194,0.6887553122944645
2020-02-14 00:00:00-05:00,0.024670384859937222,0.18435333204338544,-0.6796558789122331,-1.0305745385179477,0.6767462505234079
2020-02-18 00:00:00-05:00,-1.8310675631322715,-0.2919942636890105,-0.2987981613488566,-0.45557431967021556,-0.08034868922789373
2020-02-19 00:00:00-05:00,1.4482911202911453,0.4705785881164548,-0.09448011455581717,-0.10629784448890067,0.23395000858954518
2020-02-20 00:00:00-05:00,-1.0259269080213351,-0.381551976362815,0.9356319772058197,0.46875198473854685,-0.4158034790757381
2020-02-21 00:00:00-05:00,-2.2634734340695295,-1.051810302712286,-0.1268507334281299,0.5061361449058555,-0.908336588426073
2020-02-24 00:00:00-05:00,-4.750061515877935,-3.351362667122315,0.3861492891681917,-0.017129090680079173,-2.4839393752252414
2020-02-25 00:00:00-05:00,-3.387202124783295,-3.0279995565056117,-0.3775076621685747,-0.7074665937657931,-2.7746220072929706
2020-02-26 00:00:00-05:00,1.5863854264443367,-0.37785406053220116,-0.886442104760421,-1.1210192313873435,-0.5847911587937515
2020-02-27 00:00:00-05:00,-6.536836369120314,-4.416324258407911,0.8169875989293969,0.4334984890355553,-4.392149914871213
2020-02-28 00:00:00-05:00,-0.05850028876102087,-0.8238340444361891,-0.697796047450816,-1.0417558460652399,-0.8203673310891557
2020-03-02 00:00:00-05:00,9.310065233240472,4.603922900611002,-2.341457359900878,-0.34307401989506214,4.8221780375398815
2020-03-03 00:00:00-05:00,-3.175924890966053,-2.8107896121075893,0.7641556576085895,-0.4196975454805463,-1.9411293137384544
2020-03-04 00:00:00-05:00,4.638473353838712,4.220259077449118,-1.3022169843949216,-0.0665554261164214,4.578753507115141
2020-03-05 00:00:00-05:00,-3.2437107676848043,-3.3922077046888544,-0.07880413988408108,-0.33279779096337947,-2.7854876138833085
